AÑO,MES,PRODUCTO,PRECIOUNIDAD
2017,6,APOSITO DE HIDROCOLOIDE-9,0.6171
2017,6,APOSITO DE HIDROCOLOIDE-7,2.53
2017,6,APOSITO DE HIDROCOLOIDE C/ PLATA-2,2.6994
2017,6,APOSITO DE ESPUMA POLIURETANO-8,1.65
2017,6,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.1067
2017,6,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.20574074
2017,6,HIDROGEL-37,1.049074
2017,6,APOSITO MALLADO C/ PARAFINA-38,1.7259
2017,6,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.2
2017,6,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2017,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0.0
2017,6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.9
2017,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0.0
2017,6,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0.0
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.29
2017,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0.0
2017,6,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0.0
2017,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0.0
2017,6,APOSITO MALLADO C/ SILICONA-0,3.300066
2017,6,APOSITO C/ CARBON Y PLATA-4,6.140211000000001
2017,6,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.010461204
2017,6,APOSITO DE HIDROCOLOIDE-3,1.3199992
2017,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0.0
2017,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0.0
2017,6,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0.0
2017,6,APÓSITO TRANSPARENTE ADHESIVO-24,0.11000000000000001
2017,6,APOSITO DE ALGINATO C/ PLATA-6,0.0
2017,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0.0
2017,6,APOSITO DE HIDROCOLOIDE-6,0.53416
2017,6,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,7.0950825
2017,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0.0
2017,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.0
2017,6,APÓSITO TRANSPARENTE ADHESIVO-20,0.308
2017,6,APOSITO ABSORBENTE S/ ADHESIVO-25,0.2037037
2017,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0.0
2017,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.24200000000000002
2017,6,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0.0
2017,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0.0
2017,7,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.280199999999999
2017,7,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2017,7,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0.0
2017,7,APOSITO C/ CARBON Y PLATA-6,2.64
2017,7,APOSITO DE FIBRAS DE POLIACRILATO-3,5.388899899999999
2017,7,APOSITO MALLADO C/ PARAFINA-39,3.5189000999999998
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2.09
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.390055
2017,7,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1.65
2017,7,APOSITO DE HIDROCOLOIDE-9,0.6171000000000001
2017,7,APOSITO DE HIDROCOLOIDE-7,2.53
2017,7,APOSITO DE HIDROCOLOIDE C/ PLATA-2,2.70952
2017,7,APOSITO DE ESPUMA POLIURETANO-8,1.65
2017,7,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.1067
2017,7,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.20574074
2017,7,HIDROGEL-37,1.049074
2017,7,APOSITO MALLADO C/ PARAFINA-38,1.7259
2017,7,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.199999999999998
2017,7,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0.0
2017,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0.0
2017,7,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.9
2017,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0.0
2017,7,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0.0
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.29
2017,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0.0
2017,7,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0.0
2017,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0.0
2017,7,APOSITO MALLADO C/ SILICONA-0,3.3000659999999997
2017,7,APOSITO C/ CARBON Y PLATA-4,6.140211000000001
2017,7,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.010461204
2017,7,APOSITO DE HIDROCOLOIDE-3,1.3199992
2017,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0.0
2017,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0.0
2017,7,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0.0
2017,7,APÓSITO TRANSPARENTE ADHESIVO-24,0.11000000000000001
2017,7,APOSITO DE ALGINATO C/ PLATA-6,1.4
2017,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0.0
2017,7,APOSITO DE HIDROCOLOIDE-6,0.53416
2017,7,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,7.0950825
2017,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0.0
2017,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.48400000000000004
2017,7,APÓSITO TRANSPARENTE ADHESIVO-20,0.308
2017,7,APOSITO ABSORBENTE S/ ADHESIVO-25,0.0
2017,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0.0
2017,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.0
2017,7,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0.0
2017,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0.0
2017,8,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.2802
2017,8,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2017,8,APOSITO DE ESPUMA POLIURETANO / SACRO-11,4.3065
2017,8,APOSITO C/ CARBON Y PLATA-6,2.64
2017,8,APOSITO DE FIBRAS DE POLIACRILATO-3,5.3888999
2017,8,APOSITO MALLADO C/ PARAFINA-39,3.5189000999999998
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2.09
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.390055
2017,8,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0.0
2017,8,APOSITO DE HIDROCOLOIDE-9,0.6171
2017,8,APOSITO DE HIDROCOLOIDE-7,2.5300000000000002
2017,8,APOSITO DE HIDROCOLOIDE C/ PLATA-2,2.6994
2017,8,APOSITO DE ESPUMA POLIURETANO-8,1.65
2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.10274733333333334
2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.20574074
2017,8,HIDROGEL-37,1.049074
2017,8,APOSITO MALLADO C/ PARAFINA-38,1.7259
2017,8,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.2
2017,8,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2017,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0.0
2017,8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.9
2017,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0.0
2017,8,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0.0
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.29
2017,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0.0
2017,8,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0.0
2017,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0.0
2017,8,APOSITO MALLADO C/ SILICONA-0,3.300066
2017,8,APOSITO C/ CARBON Y PLATA-4,6.140211000000001
2017,8,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.010461204
2017,8,APOSITO DE HIDROCOLOIDE-3,1.3199992
2017,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0.0
2017,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0.0
2017,8,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0.0
2017,8,APÓSITO TRANSPARENTE ADHESIVO-24,0.11
2017,8,APOSITO DE ALGINATO C/ PLATA-6,1.4
2017,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0.0
2017,8,APOSITO DE HIDROCOLOIDE-6,0.53416
2017,8,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,7.0950825
2017,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0.0
2017,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.0
2017,8,APÓSITO TRANSPARENTE ADHESIVO-20,0.308
2017,8,APOSITO ABSORBENTE S/ ADHESIVO-25,0.20370370000000002
2017,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0.0
2017,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.0
2017,8,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0.0
2017,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0.0
2017,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.2802
2017,9,APOSITO DE HIDROFIBRA  / CINTA-18,2.4199999999999995
2017,9,APOSITO DE ESPUMA POLIURETANO / SACRO-11,4.3065
2017,9,APOSITO C/ CARBON Y PLATA-6,2.64
2017,9,APOSITO DE FIBRAS DE POLIACRILATO-3,5.388899899999999
2017,9,APOSITO MALLADO C/ PARAFINA-39,3.5189001
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2.0900000000000003
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.390055
2017,9,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1.65
2017,9,APOSITO DE HIDROCOLOIDE-9,0.6171
2017,9,APOSITO DE HIDROCOLOIDE-7,2.5300000000000002
2017,9,APOSITO DE HIDROCOLOIDE C/ PLATA-2,2.6994
2017,9,APOSITO DE ESPUMA POLIURETANO-8,1.65
2017,9,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.09484200000000001
2017,9,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.17493299999999998
2017,9,HIDROGEL-37,1.049074
2017,9,APOSITO MALLADO C/ PARAFINA-38,1.7259
2017,9,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.2
2017,9,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0.0
2017,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0.0
2017,9,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.9
2017,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0.0
2017,9,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0.0
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.29
2017,9,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0.0
2017,9,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0.0
2017,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0.0
2017,9,APOSITO MALLADO C/ SILICONA-0,0.0
2017,9,APOSITO C/ CARBON Y PLATA-4,6.140211000000001
2017,9,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.010461204
2017,9,APOSITO DE HIDROCOLOIDE-3,1.3199992
2017,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0.0
2017,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0.0
2017,9,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0.0
2017,9,APÓSITO TRANSPARENTE ADHESIVO-24,0.11
2017,9,APOSITO DE ALGINATO C/ PLATA-6,1.4
2017,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0.0
2017,9,APOSITO DE HIDROCOLOIDE-6,0.53416
2017,9,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,7.0950825
2017,9,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0.0
2017,9,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.48400000000000004
2017,9,APÓSITO TRANSPARENTE ADHESIVO-20,0.308
2017,9,APOSITO ABSORBENTE S/ ADHESIVO-25,0.20370370000000002
2017,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0.0
2017,9,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.0
2017,9,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0.0
2017,10,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0.0
2017,10,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.2802
2017,10,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2017,10,APOSITO DE ESPUMA POLIURETANO / SACRO-11,4.3065
2017,10,APOSITO C/ CARBON Y PLATA-6,2.64
2017,10,APOSITO DE FIBRAS DE POLIACRILATO-3,5.3888999
2017,10,APOSITO MALLADO C/ PARAFINA-39,3.5189001
2017,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2.0900000000000003
2017,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.390055
2017,10,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1.65
2017,10,APOSITO DE HIDROCOLOIDE-9,0.6171
2017,10,APOSITO DE HIDROCOLOIDE-7,2.53
2017,10,APOSITO DE HIDROCOLOIDE C/ PLATA-2,2.6994
2017,10,APOSITO DE ESPUMA POLIURETANO-8,1.65
2017,10,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.09484200000000002
2017,10,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.17493299999999998
2017,10,HIDROGEL-37,1.049074
2017,10,APOSITO MALLADO C/ PARAFINA-38,1.7259
2017,10,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.199999999999998
2017,10,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2017,10,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0.0
2017,10,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.9
2017,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0.0
2017,10,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0.0
2017,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.29
2017,10,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0.0
2017,10,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0.0
2017,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0.0
2017,10,APOSITO MALLADO C/ SILICONA-0,3.3000659999999997
2017,10,APOSITO C/ CARBON Y PLATA-4,6.140211
2017,10,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.010461204
2017,10,APOSITO DE HIDROCOLOIDE-3,1.3199992
2017,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0.0
2017,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0.0
2017,10,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0.0
2017,10,APÓSITO TRANSPARENTE ADHESIVO-24,0.11000000000000001
2017,10,APOSITO DE ALGINATO C/ PLATA-6,1.4
2017,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0.0
2017,10,APOSITO DE HIDROCOLOIDE-6,0.53416
2017,10,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,7.0950825
2017,10,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0.0
2017,10,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.48400000000000004
2017,10,APÓSITO TRANSPARENTE ADHESIVO-20,0.308
2017,10,APOSITO ABSORBENTE S/ ADHESIVO-25,0.20370370000000002
2017,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0.0
2017,10,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.24200000000000002
2017,10,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0.0
2017,12,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0.0
2017,12,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.2802
2017,12,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2017,12,APOSITO DE ESPUMA POLIURETANO / SACRO-11,4.3065
2017,12,APOSITO C/ CARBON Y PLATA-6,2.64
2017,12,APOSITO DE FIBRAS DE POLIACRILATO-3,5.3888999
2017,12,APOSITO MALLADO C/ PARAFINA-39,3.5189001
2017,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2.09
2017,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.390054999999999
2017,12,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0.0
2017,12,APOSITO DE HIDROCOLOIDE-9,0.6171
2017,12,APOSITO DE HIDROCOLOIDE-7,2.53
2017,12,APOSITO DE HIDROCOLOIDE C/ PLATA-2,2.7162666666666664
2017,12,APOSITO DE ESPUMA POLIURETANO-8,1.65
2017,12,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.09484200000000001
2017,12,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.17493299999999998
2017,12,HIDROGEL-37,1.049074
2017,12,APOSITO MALLADO C/ PARAFINA-38,1.7259
2017,12,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.2
2017,12,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2017,12,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0.0
2017,12,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.9
2017,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0.0
2017,12,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0.0
2017,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.29
2017,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0.0
2017,12,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0.0
2017,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0.0
2017,12,APOSITO MALLADO C/ SILICONA-0,0.0
2017,12,APOSITO C/ CARBON Y PLATA-4,6.140211000000001
2017,12,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.010461204
2017,12,APOSITO DE HIDROCOLOIDE-3,1.3199991999999998
2017,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0.0
2017,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0.0
2017,12,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0.0
2017,12,APÓSITO TRANSPARENTE ADHESIVO-24,0.11
2017,12,APOSITO DE ALGINATO C/ PLATA-6,1.4
2017,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0.0
2017,12,APOSITO DE HIDROCOLOIDE-6,0.53416
2017,12,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,7.0950825
2017,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0.0
2017,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.0
2017,12,APÓSITO TRANSPARENTE ADHESIVO-20,0.308
2017,12,APOSITO ABSORBENTE S/ ADHESIVO-25,0.0
2017,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0.0
2017,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.0
2017,12,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0.0
2017,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0.0
2017,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.2802
2017,5,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2017,5,APOSITO DE ESPUMA POLIURETANO / SACRO-11,4.3065
2017,5,APOSITO C/ CARBON Y PLATA-6,2.64
2017,5,APOSITO DE FIBRAS DE POLIACRILATO-3,5.3888999
2017,5,APOSITO MALLADO C/ PARAFINA-39,3.5189000999999998
2017,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2.09
2017,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.390054999999999
2017,5,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1.65
2017,5,APOSITO DE HIDROCOLOIDE-9,0.6171
2017,5,APOSITO DE HIDROCOLOIDE-7,2.53
2017,5,APOSITO DE HIDROCOLOIDE C/ PLATA-2,2.6994
2017,5,APOSITO DE ESPUMA POLIURETANO-8,1.65
2017,5,APÓSITO ABSORBENTE C/ ADHESIVO-22,0.10669999999999999
2017,5,APÓSITO ABSORBENTE C/ ADHESIVO-23,0.20574074
2017,5,HIDROGEL-37,1.049074
2017,5,APOSITO MALLADO C/ PARAFINA-38,1.7259
2017,5,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,13.199999999999998
2017,5,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,6.489999999999999
2017,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0.0
2017,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9.9
2017,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0.0
2017,5,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0.0
2017,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,4.29
2017,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0.0
2017,5,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0.0
2017,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0.0
2017,5,APOSITO MALLADO C/ SILICONA-0,3.300066
2017,5,APOSITO C/ CARBON Y PLATA-4,6.140211
2017,5,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0.010461204
2017,5,APOSITO DE HIDROCOLOIDE-3,1.3199992
2017,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0.0
2017,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0.0
2017,5,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0.0
2017,5,APÓSITO TRANSPARENTE ADHESIVO-24,0.11
2017,5,APOSITO DE ALGINATO C/ PLATA-6,0.0
2017,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0.0
2017,5,APOSITO DE HIDROCOLOIDE-6,0.53416
2017,5,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,7.0950825
2017,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0.0
2017,5,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0.0
2017,5,APÓSITO TRANSPARENTE ADHESIVO-20,0.308
2017,5,APOSITO ABSORBENTE S/ ADHESIVO-25,0.20370370000000002
2017,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0.0
2017,5,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0.0
2017,5,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0.0
2017,11,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0.0
2017,11,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,10.2802
2017,11,APOSITO DE HIDROFIBRA  / CINTA-18,2.42
2017,11,APOSITO DE ESPUMA POLIURETANO / SACRO-11,4.3065
2017,11,APOSITO C/ CARBON Y PLATA-6,2.64
2017,11,APOSITO DE FIBRAS DE POLIACRILATO-3,5.3888999
2017,11,APOSITO MALLADO C/ PARAFINA-39,3.5189000999999998
2017,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2.09
2017,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,5.390055
2017,11,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1.65
2017,11,APOSITO DE HIDROCOLOIDE-9,0.6171000000000001
2017,11,APOSITO DE HIDROCOLOIDE-7,2.53
2017,11,APOSITO DE HIDROCOLOIDE C/ PLATA-2,2.6994
2017,11,APOSITO DE ESPUMA POLIURETANO-8,1.6499999999999997
