,AÑO,MES,PRODUCTO,CANTIDADCOMPRA
1382,2017,7,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
1383,2017,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
1384,2017,7,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,34
1385,2017,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
1386,2017,7,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
1387,2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,380
1388,2017,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
1389,2017,7,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
1390,2017,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
1391,2017,7,APOSITO MALLADO C/ SILICONA-0,560
1392,2017,7,APOSITO C/ CARBON Y PLATA-4,480
1393,2017,7,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,16000
1394,2017,7,APOSITO DE HIDROCOLOIDE-3,730
1395,2017,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
1396,2017,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
1397,2017,7,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
1398,2017,7,APÓSITO TRANSPARENTE ADHESIVO-24,10000
1399,2017,7,APOSITO DE ALGINATO C/ PLATA-6,150
1400,2017,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
1401,2017,7,APOSITO DE HIDROCOLOIDE-6,700
1402,2017,7,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,400
1403,2017,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
1404,2017,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
1405,2017,7,APÓSITO TRANSPARENTE ADHESIVO-20,1600
1406,2017,7,APOSITO ABSORBENTE S/ ADHESIVO-25,0
1407,2017,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
1408,2017,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
1409,2017,7,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
1410,2017,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
1411,2017,8,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,230
1412,2017,8,APOSITO DE HIDROFIBRA  / CINTA-18,70
1413,2017,8,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
1414,2017,8,APOSITO C/ CARBON Y PLATA-6,1800
1415,2017,8,APOSITO DE FIBRAS DE POLIACRILATO-3,200
1416,2017,8,APOSITO MALLADO C/ PARAFINA-39,470
1417,2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2400
1418,2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1380
1419,2017,8,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
1420,2017,8,APOSITO DE HIDROCOLOIDE-9,1524
1421,2017,8,APOSITO DE HIDROCOLOIDE-7,220
1422,2017,8,APOSITO DE HIDROCOLOIDE C/ PLATA-2,100
1423,2017,8,APOSITO DE ESPUMA POLIURETANO-8,650
1424,2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-22,5760
1425,2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-23,1200
1426,2017,8,HIDROGEL-37,1070
1427,2017,8,APOSITO MALLADO C/ PARAFINA-38,2130
1428,2017,8,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,100
1429,2017,8,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,12
1430,2017,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
1431,2017,8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,28
1432,2017,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
1433,2017,8,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
1434,2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,200
1435,2017,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
1436,2017,8,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
1437,2017,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
1438,2017,8,APOSITO MALLADO C/ SILICONA-0,700
1439,2017,8,APOSITO C/ CARBON Y PLATA-4,330
1440,2017,8,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,4000
1441,2017,8,APOSITO DE HIDROCOLOIDE-3,995
1442,2017,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
1443,2017,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
1444,2017,8,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
1445,2017,8,APÓSITO TRANSPARENTE ADHESIVO-24,7600
1446,2017,8,APOSITO DE ALGINATO C/ PLATA-6,150
1447,2017,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
1448,2017,8,APOSITO DE HIDROCOLOIDE-6,1400
1449,2017,8,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,550
1450,2017,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
1451,2017,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
1452,2017,8,APÓSITO TRANSPARENTE ADHESIVO-20,1400
1453,2017,8,APOSITO ABSORBENTE S/ ADHESIVO-25,400
1454,2017,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
1455,2017,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
1456,2017,8,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
1457,2017,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
1458,2017,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,460
1459,2017,9,APOSITO DE HIDROFIBRA  / CINTA-18,240
1460,2017,9,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
1461,2017,9,APOSITO C/ CARBON Y PLATA-6,1500
1462,2017,9,APOSITO DE FIBRAS DE POLIACRILATO-3,550
1463,2017,9,APOSITO MALLADO C/ PARAFINA-39,410
1464,2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1610
1465,2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1165
1466,2017,9,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1050
1467,2017,9,APOSITO DE HIDROCOLOIDE-9,1569
1468,2017,9,APOSITO DE HIDROCOLOIDE-7,190
1469,2017,9,APOSITO DE HIDROCOLOIDE C/ PLATA-2,200
1470,2017,9,APOSITO DE ESPUMA POLIURETANO-8,490
1471,2017,9,APÓSITO ABSORBENTE C/ ADHESIVO-22,640
1472,2017,9,APÓSITO ABSORBENTE C/ ADHESIVO-23,2880
1473,2017,9,HIDROGEL-37,1325
1474,2017,9,APOSITO MALLADO C/ PARAFINA-38,1770
1475,2017,9,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,150
1476,2017,9,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
1477,2017,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
1478,2017,9,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,28
1479,2017,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
1480,2017,9,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
1481,2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,200
1482,2017,9,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
1483,2017,9,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
1484,2017,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
1485,2017,9,APOSITO MALLADO C/ SILICONA-0,0
1486,2017,9,APOSITO C/ CARBON Y PLATA-4,510
1487,2017,9,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,15000
1488,2017,9,APOSITO DE HIDROCOLOIDE-3,615
1489,2017,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
1490,2017,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
1491,2017,9,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
1492,2017,9,APÓSITO TRANSPARENTE ADHESIVO-24,7600
1493,2017,9,APOSITO DE ALGINATO C/ PLATA-6,130
1494,2017,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
1495,2017,9,APOSITO DE HIDROCOLOIDE-6,1360
1496,2017,9,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,850
1497,2017,9,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
1498,2017,9,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,700
1499,2017,9,APÓSITO TRANSPARENTE ADHESIVO-20,2800
1500,2017,9,APOSITO ABSORBENTE S/ ADHESIVO-25,400
1501,2017,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
1502,2017,9,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
1503,2017,9,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
1504,2017,10,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
1505,2017,10,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,280
1506,2017,10,APOSITO DE HIDROFIBRA  / CINTA-18,185
1507,2017,10,APOSITO DE ESPUMA POLIURETANO / SACRO-11,50
1508,2017,10,APOSITO C/ CARBON Y PLATA-6,3000
1509,2017,10,APOSITO DE FIBRAS DE POLIACRILATO-3,410
1510,2017,10,APOSITO MALLADO C/ PARAFINA-39,240
1511,2017,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3000
1512,2017,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1195
1513,2017,10,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
1514,2017,10,APOSITO DE HIDROCOLOIDE-9,1440
1515,2017,10,APOSITO DE HIDROCOLOIDE-7,660
1516,2017,10,APOSITO DE HIDROCOLOIDE C/ PLATA-2,210
1517,2017,10,APOSITO DE ESPUMA POLIURETANO-8,350
1518,2017,10,APÓSITO ABSORBENTE C/ ADHESIVO-22,5120
1519,2017,10,APÓSITO ABSORBENTE C/ ADHESIVO-23,1920
1520,2017,10,HIDROGEL-37,900
1521,2017,10,APOSITO MALLADO C/ PARAFINA-38,2350
1522,2017,10,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,110
1523,2017,10,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,24
1524,2017,10,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
1525,2017,10,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,14
1526,2017,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
1527,2017,10,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
1528,2017,10,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,290
1529,2017,10,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
1530,2017,10,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
1531,2017,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
1532,2017,10,APOSITO MALLADO C/ SILICONA-0,350
1533,2017,10,APOSITO C/ CARBON Y PLATA-4,300
1534,2017,10,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,9000
1535,2017,10,APOSITO DE HIDROCOLOIDE-3,1070
1536,2017,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
1537,2017,10,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
1538,2017,10,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
1539,2017,10,APÓSITO TRANSPARENTE ADHESIVO-24,7200
1540,2017,10,APOSITO DE ALGINATO C/ PLATA-6,150
1541,2017,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
1542,2017,10,APOSITO DE HIDROCOLOIDE-6,1250
1543,2017,10,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,1000
1544,2017,10,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
1545,2017,10,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
1546,2017,10,APÓSITO TRANSPARENTE ADHESIVO-20,1400
1547,2017,10,APOSITO ABSORBENTE S/ ADHESIVO-25,600
1548,2017,10,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
1549,2017,10,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,1050
1550,2017,10,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
1551,2017,12,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
1552,2017,12,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,410
1553,2017,12,APOSITO DE HIDROFIBRA  / CINTA-18,145
1554,2017,12,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
1555,2017,12,APOSITO C/ CARBON Y PLATA-6,1800
1556,2017,12,APOSITO DE FIBRAS DE POLIACRILATO-3,560
1557,2017,12,APOSITO MALLADO C/ PARAFINA-39,810
1558,2017,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1690
1559,2017,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1360
1560,2017,12,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
1561,2017,12,APOSITO DE HIDROCOLOIDE-9,1113
1562,2017,12,APOSITO DE HIDROCOLOIDE-7,120
1563,2017,12,APOSITO DE HIDROCOLOIDE C/ PLATA-2,456
1564,2017,12,APOSITO DE ESPUMA POLIURETANO-8,530
1565,2017,12,APÓSITO ABSORBENTE C/ ADHESIVO-22,7680
1566,2017,12,APÓSITO ABSORBENTE C/ ADHESIVO-23,1440
1567,2017,12,HIDROGEL-37,700
1568,2017,12,APOSITO MALLADO C/ PARAFINA-38,1680
1569,2017,12,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,120
1570,2017,12,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,12
1571,2017,12,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
1572,2017,12,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,4
1573,2017,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
1574,2017,12,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
1575,2017,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,250
1576,2017,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
1577,2017,12,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
1578,2017,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
1579,2017,12,APOSITO MALLADO C/ SILICONA-0,0
1580,2017,12,APOSITO C/ CARBON Y PLATA-4,770
1581,2017,12,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,11000
1582,2017,12,APOSITO DE HIDROCOLOIDE-3,565
1583,2017,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
1584,2017,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
1585,2017,12,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
1586,2017,12,APÓSITO TRANSPARENTE ADHESIVO-24,7200
1587,2017,12,APOSITO DE ALGINATO C/ PLATA-6,100
1588,2017,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
1589,2017,12,APOSITO DE HIDROCOLOIDE-6,1380
1590,2017,12,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,600
1591,2017,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
1592,2017,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
1593,2017,12,APÓSITO TRANSPARENTE ADHESIVO-20,1600
1594,2017,12,APOSITO ABSORBENTE S/ ADHESIVO-25,0
1595,2017,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
1596,2017,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
1597,2017,12,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
1598,2017,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
1599,2017,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,460
1600,2017,5,APOSITO DE HIDROFIBRA  / CINTA-18,20
1601,2017,5,APOSITO DE ESPUMA POLIURETANO / SACRO-11,150
1602,2017,5,APOSITO C/ CARBON Y PLATA-6,3300
1603,2017,5,APOSITO DE FIBRAS DE POLIACRILATO-3,160
1604,2017,5,APOSITO MALLADO C/ PARAFINA-39,610
1605,2017,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2360
1606,2017,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1785
1607,2017,5,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1050
1608,2017,5,APOSITO DE HIDROCOLOIDE-9,1671
1609,2017,5,APOSITO DE HIDROCOLOIDE-7,280
1610,2017,5,APOSITO DE HIDROCOLOIDE C/ PLATA-2,230
1611,2017,5,APOSITO DE ESPUMA POLIURETANO-8,490
1612,2017,5,APÓSITO ABSORBENTE C/ ADHESIVO-22,6400
1613,2017,5,APÓSITO ABSORBENTE C/ ADHESIVO-23,1500
1614,2017,5,HIDROGEL-37,1005
1615,2017,5,APOSITO MALLADO C/ PARAFINA-38,2710
1616,2017,5,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,110
1617,2017,5,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,24
1618,2017,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
1619,2017,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,25
1620,2017,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
1621,2017,5,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
1622,2017,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,450
1623,2017,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
1624,2017,5,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
1625,2017,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
1626,2017,5,APOSITO MALLADO C/ SILICONA-0,490
1627,2017,5,APOSITO C/ CARBON Y PLATA-4,820
1628,2017,5,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,13000
1629,2017,5,APOSITO DE HIDROCOLOIDE-3,865
1630,2017,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
1631,2017,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
1632,2017,5,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
1633,2017,5,APÓSITO TRANSPARENTE ADHESIVO-24,12000
1634,2017,5,APOSITO DE ALGINATO C/ PLATA-6,0
1635,2017,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
1636,2017,5,APOSITO DE HIDROCOLOIDE-6,1350
1637,2017,5,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,400
1638,2017,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
1639,2017,5,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
1640,2017,5,APÓSITO TRANSPARENTE ADHESIVO-20,3600
1641,2017,5,APOSITO ABSORBENTE S/ ADHESIVO-25,400
1642,2017,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
1643,2017,5,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
1644,2017,5,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
1645,2017,11,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
1646,2017,11,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,550
1647,2017,11,APOSITO DE HIDROFIBRA  / CINTA-18,205
1648,2017,11,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
1649,2017,11,APOSITO C/ CARBON Y PLATA-6,2700
1650,2017,11,APOSITO DE FIBRAS DE POLIACRILATO-3,170
1651,2017,11,APOSITO MALLADO C/ PARAFINA-39,250
1652,2017,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3010
1653,2017,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1435
1654,2017,11,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1050
1655,2017,11,APOSITO DE HIDROCOLOIDE-9,2004
1656,2017,11,APOSITO DE HIDROCOLOIDE-7,130
1657,2017,11,APOSITO DE HIDROCOLOIDE C/ PLATA-2,100
1658,2017,11,APOSITO DE ESPUMA POLIURETANO-8,400
1659,2017,11,APÓSITO ABSORBENTE C/ ADHESIVO-22,5760
1660,2017,11,APÓSITO ABSORBENTE C/ ADHESIVO-23,3360
1661,2017,11,HIDROGEL-37,1135
1662,2017,11,APOSITO MALLADO C/ PARAFINA-38,2190
1663,2017,11,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,130
1664,2017,11,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,12
1665,2017,11,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
1666,2017,11,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,38
1667,2017,11,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
1668,2017,11,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
1669,2017,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,100
1670,2017,11,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
1671,2017,11,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
1672,2017,11,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
1673,2017,11,APOSITO MALLADO C/ SILICONA-0,70
1674,2017,11,APOSITO C/ CARBON Y PLATA-4,470
1675,2017,11,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,11000
1676,2017,11,APOSITO DE HIDROCOLOIDE-3,675
1677,2017,11,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
1678,2017,11,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
1679,2017,11,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
1680,2017,11,APÓSITO TRANSPARENTE ADHESIVO-24,8800
1681,2017,11,APOSITO DE ALGINATO C/ PLATA-6,100
1682,2017,11,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
1683,2017,11,APOSITO DE HIDROCOLOIDE-6,1310
1684,2017,11,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,600
1685,2017,11,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
1686,2017,11,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
1687,2017,11,APÓSITO TRANSPARENTE ADHESIVO-20,3800
1688,2017,11,APOSITO ABSORBENTE S/ ADHESIVO-25,0
1689,2017,11,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
1690,2017,11,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
1691,2017,11,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
1692,2018,1,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
1693,2018,1,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,510
1694,2018,1,APOSITO DE HIDROFIBRA  / CINTA-18,115
1695,2018,1,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
1696,2018,1,APOSITO C/ CARBON Y PLATA-6,3300
1697,2018,1,APOSITO DE FIBRAS DE POLIACRILATO-3,270
1698,2018,1,APOSITO MALLADO C/ PARAFINA-39,490
1699,2018,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2580
1700,2018,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2320
1701,2018,1,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
1702,2018,1,APOSITO DE HIDROCOLOIDE-9,1809
1703,2018,1,APOSITO DE HIDROCOLOIDE-7,290
1704,2018,1,APOSITO DE HIDROCOLOIDE C/ PLATA-2,228
1705,2018,1,APOSITO DE ESPUMA POLIURETANO-8,660
1706,2018,1,APÓSITO ABSORBENTE C/ ADHESIVO-22,6400
1707,2018,1,APÓSITO ABSORBENTE C/ ADHESIVO-23,1920
1708,2018,1,HIDROGEL-37,895
1709,2018,1,APOSITO MALLADO C/ PARAFINA-38,2280
1710,2018,1,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,90
1711,2018,1,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,12
1712,2018,1,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
