AÑO,MES,PRODUCTO,TIPOCOMPRA,HOSPITAL,TGL,CANTIDADCOMPRA
2017,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,6,ALMACENABLE,40
2017,6,APOSITO ABSORBENTE S/ ADHESIVO-25,Compra menor,10,ALMACENABLE,300
2017,6,APOSITO C/ CARBON Y PLATA-4,Concurso,18,ALMACENABLE,570
2017,6,APOSITO C/ CARBON Y PLATA-6,Concurso,0,ALMACENABLE,300
2017,6,APOSITO C/ CARBON Y PLATA-6,Concurso,10,ALMACENABLE,300
2017,6,APOSITO C/ CARBON Y PLATA-6,Concurso,13,ALMACENABLE,600
2017,6,APOSITO C/ CARBON Y PLATA-6,Concurso,18,ALMACENABLE,900
2017,6,APOSITO DE ESPUMA POLIURETANO / SACRO-11,Concurso,10,ALMACENABLE,100
2017,6,APOSITO DE ESPUMA POLIURETANO-8,Concurso,10,ALMACENABLE,400
2017,6,APOSITO DE ESPUMA POLIURETANO-8,Concurso,18,ALMACENABLE,90
2017,6,APOSITO DE ESPUMA POLIURETANO-8,Concurso,4,ALMACENABLE,200
2017,6,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,10,ALMACENABLE,350
2017,6,APOSITO DE HIDROCOLOIDE C/ PLATA-2,Compra menor,0,TRANSITO,50
2017,6,APOSITO DE HIDROCOLOIDE-3,Concurso,10,ALMACENABLE,600
2017,6,APOSITO DE HIDROCOLOIDE-6,Concurso,10,ALMACENABLE,1400
2017,6,APOSITO DE HIDROCOLOIDE-7,Concurso,0,ALMACENABLE,200
2017,6,APOSITO DE HIDROCOLOIDE-7,Concurso,10,ALMACENABLE,100
2017,6,APOSITO DE HIDROCOLOIDE-7,Concurso,13,ALMACENABLE,300
2017,6,APOSITO DE HIDROCOLOIDE-7,Concurso,18,ALMACENABLE,130
2017,6,APOSITO DE HIDROCOLOIDE-9,Compra menor,0,ALMACENABLE,882
2017,6,APOSITO DE HIDROCOLOIDE-9,Compra menor,10,ALMACENABLE,120
2017,6,APOSITO DE HIDROCOLOIDE-9,Compra menor,18,ALMACENABLE,267
2017,6,APOSITO DE HIDROCOLOIDE-9,Compra menor,4,ALMACENABLE,90
2017,6,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,11,TRANSITO,50
2017,6,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,4,TRANSITO,20
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Compra menor,0,ALMACENABLE,200
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Compra menor,10,ALMACENABLE,200
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,0,ALMACENABLE,640
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,10,ALMACENABLE,600
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,13,ALMACENABLE,2200
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,0,ALMACENABLE,400
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,10,ALMACENABLE,250
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,13,ALMACENABLE,1000
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,18,ALMACENABLE,285
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,4,ALMACENABLE,25
2017,6,APOSITO MALLADO C/ PARAFINA-38,Concurso,10,ALMACENABLE,340
2017,6,APOSITO MALLADO C/ PARAFINA-38,Concurso,18,ALMACENABLE,250
2017,6,APOSITO MALLADO C/ PARAFINA-38,Concurso,4,ALMACENABLE,240
2017,6,APOSITO MALLADO C/ PARAFINA-39,Concurso,18,ALMACENABLE,200
2017,6,APOSITO MALLADO C/ SILICONA-0,Concurso,0,ALMACENABLE,70
2017,6,APOSITO MALLADO C/ SILICONA-0,Concurso,10,ALMACENABLE,420
2017,6,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,10,ALMACENABLE,2000
2017,6,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,18,ALMACENABLE,4000
2017,6,APÓSITO ABSORBENTE C/ ADHESIVO-22,Compra menor,18,ALMACENABLE,7680
2017,6,APÓSITO ABSORBENTE C/ ADHESIVO-23,Compra menor,18,ALMACENABLE,2700
2017,6,APÓSITO ABSORBENTE C/ ADHESIVO-23,Compra menor,4,ALMACENABLE,300
2017,6,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,Concurso,11,TRANSITO,700
2017,6,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,10,ALMACENABLE,300
2017,6,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Compra menor,10,ALMACENABLE,150
2017,6,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Compra menor,18,ALMACENABLE,20
2017,6,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,10,ALMACENABLE,1000
2017,6,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,18,ALMACENABLE,1000
2017,6,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,4,ALMACENABLE,400
2017,6,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,0,ALMACENABLE,2400
2017,6,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,10,ALMACENABLE,1600
2017,6,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,18,ALMACENABLE,2800
2017,6,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,4,ALMACENABLE,1200
2017,6,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,Compra menor,18,TRANSITO,24
2017,6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,14,TRANSITO,4
2017,6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,18,TRANSITO,15
2017,6,HIDROGEL-37,Compra menor,0,ALMACENABLE,200
2017,6,HIDROGEL-37,Compra menor,10,ALMACENABLE,600
2017,6,HIDROGEL-37,Compra menor,13,ALMACENABLE,300
2017,6,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,0,ALMACENABLE,60
2017,6,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,10,ALMACENABLE,170
2017,6,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,18,ALMACENABLE,140
2017,6,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,4,ALMACENABLE,30
2017,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,Compra menor,4,ALMACENABLE,350
2017,7,APOSITO C/ CARBON Y PLATA-4,Concurso,18,ALMACENABLE,480
2017,7,APOSITO C/ CARBON Y PLATA-6,Concurso,0,ALMACENABLE,300
2017,7,APOSITO C/ CARBON Y PLATA-6,Concurso,10,ALMACENABLE,300
2017,7,APOSITO C/ CARBON Y PLATA-6,Concurso,13,ALMACENABLE,1800
2017,7,APOSITO C/ CARBON Y PLATA-6,Concurso,18,ALMACENABLE,300
2017,7,APOSITO DE ALGINATO C/ PLATA-6,Compra menor,10,ALMACENABLE,150
2017,7,APOSITO DE ESPUMA POLIURETANO-8,Concurso,0,ALMACENABLE,60
2017,7,APOSITO DE ESPUMA POLIURETANO-8,Concurso,10,ALMACENABLE,400
2017,7,APOSITO DE ESPUMA POLIURETANO-8,Concurso,18,ALMACENABLE,170
2017,7,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,0,ALMACENABLE,150
2017,7,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,18,ALMACENABLE,150
2017,7,APOSITO DE HIDROCOLOIDE C/ PLATA-2,Compra menor,0,TRANSITO,166
2017,7,APOSITO DE HIDROCOLOIDE C/ PLATA-2,Compra menor,11,TRANSITO,160
2017,7,APOSITO DE HIDROCOLOIDE-3,Concurso,10,ALMACENABLE,700
2017,7,APOSITO DE HIDROCOLOIDE-3,Concurso,18,ALMACENABLE,30
2017,7,APOSITO DE HIDROCOLOIDE-6,Concurso,10,ALMACENABLE,700
2017,7,APOSITO DE HIDROCOLOIDE-7,Concurso,10,ALMACENABLE,100
2017,7,APOSITO DE HIDROCOLOIDE-9,Compra menor,0,ALMACENABLE,2016
2017,7,APOSITO DE HIDROCOLOIDE-9,Compra menor,10,ALMACENABLE,60
2017,7,APOSITO DE HIDROCOLOIDE-9,Compra menor,18,ALMACENABLE,519
2017,7,APOSITO DE HIDROCOLOIDE-9,Compra menor,4,ALMACENABLE,120
2017,7,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,11,TRANSITO,30
2017,7,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,12,TRANSITO,25
2017,7,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,4,TRANSITO,30
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Compra menor,10,ALMACENABLE,380
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,0,ALMACENABLE,480
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,10,ALMACENABLE,400
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,13,ALMACENABLE,600
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,0,ALMACENABLE,200
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,10,ALMACENABLE,205
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,13,ALMACENABLE,400
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,18,ALMACENABLE,335
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,4,ALMACENABLE,30
2017,7,APOSITO MALLADO C/ PARAFINA-38,Concurso,0,ALMACENABLE,100
2017,7,APOSITO MALLADO C/ PARAFINA-38,Concurso,4,ALMACENABLE,660
2017,7,APOSITO MALLADO C/ PARAFINA-39,Concurso,10,ALMACENABLE,280
2017,7,APOSITO MALLADO C/ SILICONA-0,Concurso,10,ALMACENABLE,560
2017,7,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,10,ALMACENABLE,12000
2017,7,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,18,ALMACENABLE,4000
2017,7,APÓSITO ABSORBENTE C/ ADHESIVO-22,Compra menor,13,ALMACENABLE,640
2017,7,APÓSITO ABSORBENTE C/ ADHESIVO-22,Compra menor,18,ALMACENABLE,3840
2017,7,APÓSITO ABSORBENTE C/ ADHESIVO-22,Compra menor,4,ALMACENABLE,1280
2017,7,APÓSITO ABSORBENTE C/ ADHESIVO-23,Compra menor,18,ALMACENABLE,1500
2017,7,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,Concurso,11,TRANSITO,700
2017,7,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,Concurso,6,TRANSITO,350
2017,7,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,0,ALMACENABLE,50
2017,7,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,10,ALMACENABLE,350
2017,7,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Compra menor,0,ALMACENABLE,60
2017,7,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Compra menor,10,ALMACENABLE,60
2017,7,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,10,ALMACENABLE,1000
2017,7,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,4,ALMACENABLE,600
2017,7,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,0,ALMACENABLE,1200
2017,7,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,10,ALMACENABLE,4800
2017,7,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,18,ALMACENABLE,2800
2017,7,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,4,ALMACENABLE,1200
2017,7,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,10,TRANSITO,10
2017,7,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,14,TRANSITO,4
2017,7,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,18,TRANSITO,20
2017,7,HIDROGEL-37,Compra menor,0,ALMACENABLE,100
2017,7,HIDROGEL-37,Compra menor,10,ALMACENABLE,450
2017,7,HIDROGEL-37,Compra menor,13,ALMACENABLE,265
2017,7,HIDROGEL-37,Compra menor,4,ALMACENABLE,40
2017,7,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,0,ALMACENABLE,160
2017,7,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,10,ALMACENABLE,90
2017,7,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,18,ALMACENABLE,150
2017,7,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,4,ALMACENABLE,50
2017,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,Compra menor,10,ALMACENABLE,350
2017,8,APOSITO ABSORBENTE S/ ADHESIVO-25,Compra menor,0,ALMACENABLE,200
2017,8,APOSITO ABSORBENTE S/ ADHESIVO-25,Compra menor,10,ALMACENABLE,200
2017,8,APOSITO C/ CARBON Y PLATA-4,Concurso,18,ALMACENABLE,330
2017,8,APOSITO C/ CARBON Y PLATA-6,Concurso,10,ALMACENABLE,300
2017,8,APOSITO C/ CARBON Y PLATA-6,Concurso,13,ALMACENABLE,600
2017,8,APOSITO C/ CARBON Y PLATA-6,Concurso,18,ALMACENABLE,600
2017,8,APOSITO C/ CARBON Y PLATA-6,Concurso,4,ALMACENABLE,300
2017,8,APOSITO DE ALGINATO C/ PLATA-6,Compra menor,10,ALMACENABLE,150
2017,8,APOSITO DE ESPUMA POLIURETANO / SACRO-11,Concurso,10,ALMACENABLE,100
2017,8,APOSITO DE ESPUMA POLIURETANO-8,Concurso,10,ALMACENABLE,400
2017,8,APOSITO DE ESPUMA POLIURETANO-8,Concurso,18,ALMACENABLE,130
2017,8,APOSITO DE ESPUMA POLIURETANO-8,Concurso,4,ALMACENABLE,120
2017,8,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,0,ALMACENABLE,200
2017,8,APOSITO DE HIDROCOLOIDE C/ PLATA-2,Compra menor,0,TRANSITO,100
2017,8,APOSITO DE HIDROCOLOIDE-3,Concurso,10,ALMACENABLE,965
2017,8,APOSITO DE HIDROCOLOIDE-3,Concurso,18,ALMACENABLE,30
2017,8,APOSITO DE HIDROCOLOIDE-6,Concurso,10,ALMACENABLE,1400
2017,8,APOSITO DE HIDROCOLOIDE-7,Concurso,0,ALMACENABLE,100
2017,8,APOSITO DE HIDROCOLOIDE-7,Concurso,10,ALMACENABLE,120
2017,8,APOSITO DE HIDROCOLOIDE-9,Compra menor,0,ALMACENABLE,1002
2017,8,APOSITO DE HIDROCOLOIDE-9,Compra menor,10,ALMACENABLE,120
2017,8,APOSITO DE HIDROCOLOIDE-9,Compra menor,18,ALMACENABLE,282
2017,8,APOSITO DE HIDROCOLOIDE-9,Compra menor,4,ALMACENABLE,120
2017,8,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,11,TRANSITO,10
2017,8,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,3,TRANSITO,30
2017,8,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,4,TRANSITO,30
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Compra menor,10,ALMACENABLE,200
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,0,ALMACENABLE,400
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,10,ALMACENABLE,400
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,13,ALMACENABLE,1600
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,0,ALMACENABLE,400
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,10,ALMACENABLE,215
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,13,ALMACENABLE,600
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,18,ALMACENABLE,135
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,4,ALMACENABLE,30
2017,8,APOSITO MALLADO C/ PARAFINA-38,Concurso,0,ALMACENABLE,80
2017,8,APOSITO MALLADO C/ PARAFINA-38,Concurso,10,ALMACENABLE,370
2017,8,APOSITO MALLADO C/ PARAFINA-38,Concurso,13,ALMACENABLE,1300
2017,8,APOSITO MALLADO C/ PARAFINA-38,Concurso,18,ALMACENABLE,380
2017,8,APOSITO MALLADO C/ PARAFINA-39,Concurso,10,ALMACENABLE,250
2017,8,APOSITO MALLADO C/ PARAFINA-39,Concurso,18,ALMACENABLE,220
2017,8,APOSITO MALLADO C/ SILICONA-0,Concurso,0,ALMACENABLE,70
2017,8,APOSITO MALLADO C/ SILICONA-0,Concurso,10,ALMACENABLE,630
2017,8,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,18,ALMACENABLE,4000
2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-22,Compra menor,0,ALMACENABLE,1280
2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-22,Compra menor,13,ALMACENABLE,640
2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-22,Concurso,18,ALMACENABLE,3840
2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-23,Compra menor,18,ALMACENABLE,1200
2017,8,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,0,ALMACENABLE,100
2017,8,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,10,ALMACENABLE,450
2017,8,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Compra menor,10,ALMACENABLE,100
2017,8,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,10,ALMACENABLE,1000
2017,8,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,4,ALMACENABLE,400
2017,8,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,0,ALMACENABLE,1200
2017,8,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,10,ALMACENABLE,2000
2017,8,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,18,ALMACENABLE,2800
2017,8,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,4,ALMACENABLE,1600
2017,8,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,Compra menor,18,TRANSITO,12
2017,8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,14,TRANSITO,8
2017,8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,18,TRANSITO,20
2017,8,HIDROGEL-37,Compra menor,0,ALMACENABLE,100
2017,8,HIDROGEL-37,Compra menor,10,ALMACENABLE,500
2017,8,HIDROGEL-37,Compra menor,13,ALMACENABLE,350
2017,8,HIDROGEL-37,Compra menor,4,ALMACENABLE,120
2017,8,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,10,ALMACENABLE,100
2017,8,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,18,ALMACENABLE,70
2017,8,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,4,ALMACENABLE,60
2017,9,APOSITO ABSORBENTE S/ ADHESIVO-25,Compra menor,10,ALMACENABLE,400
2017,9,APOSITO C/ CARBON Y PLATA-4,Concurso,18,ALMACENABLE,510
2017,9,APOSITO C/ CARBON Y PLATA-6,Concurso,13,ALMACENABLE,1200
2017,9,APOSITO C/ CARBON Y PLATA-6,Concurso,18,ALMACENABLE,300
2017,9,APOSITO DE ALGINATO C/ PLATA-6,Compra menor,10,ALMACENABLE,130
2017,9,APOSITO DE ESPUMA POLIURETANO / SACRO-11,Concurso,10,ALMACENABLE,100
2017,9,APOSITO DE ESPUMA POLIURETANO-8,Concurso,0,ALMACENABLE,60
2017,9,APOSITO DE ESPUMA POLIURETANO-8,Concurso,10,ALMACENABLE,170
2017,9,APOSITO DE ESPUMA POLIURETANO-8,Concurso,18,ALMACENABLE,160
2017,9,APOSITO DE ESPUMA POLIURETANO-8,Concurso,4,ALMACENABLE,100
2017,9,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,0,ALMACENABLE,160
2017,9,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,10,ALMACENABLE,320
2017,9,APOSITO DE FIBRAS DE POLIACRILATO-3,Concurso,18,ALMACENABLE,70
2017,9,APOSITO DE HIDROCOLOIDE C/ PLATA-2,Compra menor,0,TRANSITO,200
2017,9,APOSITO DE HIDROCOLOIDE-3,Concurso,10,ALMACENABLE,555
2017,9,APOSITO DE HIDROCOLOIDE-3,Concurso,18,ALMACENABLE,60
2017,9,APOSITO DE HIDROCOLOIDE-6,Concurso,10,ALMACENABLE,1360
2017,9,APOSITO DE HIDROCOLOIDE-7,Concurso,10,ALMACENABLE,60
2017,9,APOSITO DE HIDROCOLOIDE-7,Concurso,18,ALMACENABLE,130
2017,9,APOSITO DE HIDROCOLOIDE-9,Compra menor,0,ALMACENABLE,924
2017,9,APOSITO DE HIDROCOLOIDE-9,Compra menor,10,ALMACENABLE,60
2017,9,APOSITO DE HIDROCOLOIDE-9,Compra menor,18,ALMACENABLE,585
2017,9,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,11,TRANSITO,70
2017,9,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,12,TRANSITO,20
2017,9,APOSITO DE HIDROFIBRA  / CINTA-18,Compra menor,18,TRANSITO,150
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,Compra menor,0,ALMACENABLE,200
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,0,ALMACENABLE,480
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,10,ALMACENABLE,370
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,Compra menor,13,ALMACENABLE,760
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,0,ALMACENABLE,300
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,10,ALMACENABLE,230
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,13,ALMACENABLE,500
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,Concurso,18,ALMACENABLE,135
2017,9,APOSITO MALLADO C/ PARAFINA-38,Concurso,0,ALMACENABLE,100
2017,9,APOSITO MALLADO C/ PARAFINA-38,Concurso,13,ALMACENABLE,1150
2017,9,APOSITO MALLADO C/ PARAFINA-38,Concurso,18,ALMACENABLE,280
2017,9,APOSITO MALLADO C/ PARAFINA-38,Concurso,4,ALMACENABLE,240
2017,9,APOSITO MALLADO C/ PARAFINA-39,Concurso,10,ALMACENABLE,150
2017,9,APOSITO MALLADO C/ PARAFINA-39,Concurso,18,ALMACENABLE,260
2017,9,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,10,ALMACENABLE,7000
2017,9,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,13,ALMACENABLE,2000
2017,9,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,18,ALMACENABLE,4000
2017,9,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,Compra menor,4,ALMACENABLE,2000
2017,9,APÓSITO ABSORBENTE C/ ADHESIVO-22,Concurso,13,ALMACENABLE,640
2017,9,APÓSITO ABSORBENTE C/ ADHESIVO-23,Concurso,18,ALMACENABLE,2880
2017,9,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,Concurso,11,TRANSITO,1050
2017,9,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,0,ALMACENABLE,50
2017,9,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,Concurso,10,ALMACENABLE,800
2017,9,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Compra menor,0,ALMACENABLE,60
2017,9,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Compra menor,10,ALMACENABLE,30
2017,9,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,Compra menor,18,ALMACENABLE,60
2017,9,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,10,ALMACENABLE,1000
2017,9,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,18,ALMACENABLE,1200
2017,9,APÓSITO TRANSPARENTE ADHESIVO-20,Compra menor,4,ALMACENABLE,600
2017,9,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,10,ALMACENABLE,2000
2017,9,APÓSITO TRANSPARENTE ADHESIVO-24,Compra menor,18,ALMACENABLE,5600
2017,9,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,11,TRANSITO,10
2017,9,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,17,TRANSITO,8
2017,9,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,Compra menor,18,TRANSITO,10
2017,9,HIDROGEL-37,Compra menor,0,ALMACENABLE,100
2017,9,HIDROGEL-37,Compra menor,10,ALMACENABLE,565
2017,9,HIDROGEL-37,Compra menor,13,ALMACENABLE,355
2017,9,HIDROGEL-37,Compra menor,18,ALMACENABLE,205
2017,9,HIDROGEL-37,Compra menor,4,ALMACENABLE,100
2017,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,0,ALMACENABLE,180
2017,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,10,ALMACENABLE,80
2017,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,18,ALMACENABLE,140
2017,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,Compra menor,4,ALMACENABLE,60
