CODIGO,NUMERO,REFERENCIA,CANTIDADCOMPRA,UNIDADESCONSUMOCONTENIDAS,PRECIO,IMPORTELINEA,TIPOCOMPRA,TGL,PRODUCTO,REGION,HOSPITAL,DEPARTAMENTO,MES,AÑO,PRECIOUNIDAD
B41691,488523/19,400403,90,10,102.802,925.218,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,18,1,6,2019,10.280199999999999
E64663,488860/19,413568,185,5,26.950275,997.160175,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,18,1,6,2019,5.390055
E64932,488840/19,39001,255,5,5.24537,267.51387,Compra menor,ALMACENABLE,HIDROGEL-37,0,10,1,6,2019,1.049074
E66071,488858/19,420680,600,10,20.9,1254.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,13,1,6,2019,2.09
E66071,490020/19,420680,130,10,20.9,271.7,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,6,2019,2.09
E99808,490106/19,178567.1,300,10,62.7,1881.0,Compra menor,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,5,46,6,2019,6.27
E64543,581167/20,403770,50,5,12.1,121.0,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,18,178,6,2020,2.42
F43580,581608/20,M8275051/5,10,5,412.5,825.0,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0,18,105,6,2020,82.5
E64750,581211/20,1626W,600,200,61.6,184.8,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20,0,18,1,6,2020,0.308
E64765,582637/20,37167,480,480,83.96784,83.96784,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,0,4,1,6,2020,0.17493299999999998
E64911,581340/20,20701,300,300,792.0,792.0,Compra menor,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,10,1,6,2020,2.64
E66071,582634/20,420680,1000,10,20.9,2090.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,13,1,6,2020,2.09
E73753,581407/20,MAP190,150,10,61.40211,921.03165,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4,0,18,1,6,2020,6.140211
F44200,581268/20,421551,1,1,111.1022,111.1022,Compra menor,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0,11,168,6,2020,111.1022
E64764,555644/21,1383,3300,300,27.588,303.468,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,18,1,6,2021,0.09196
E65007,555642/21,20415,50,50,215.325,215.325,Compra menor,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0,10,1,6,2021,4.3065
E78950,555636/21,TR101,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,18,62,6,2021,6.489999999999999
E64543,670181/22,403770,15,5,12.1,36.3,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,14,23,6,2022,2.42
E64543,670194/22,403770,20,5,12.1,48.4,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,14,36,6,2022,2.42
E64543,671304/22,403770,15,5,12.1,36.3,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,15,15,6,2022,2.42
E64543,670413/22,403770,10,5,12.1,24.2,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,15,58,6,2022,2.42
E65485,672638/22,33115,210,5,5.6529,237.4218,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3,0,10,1,6,2022,1.13058
E85758,672638/22,33436,430,10,27.280155,1173.046665,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0,10,1,6,2022,2.7280155
E99808,670416/22,178567.1,20,10,62.595,125.19,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,15,29,6,2022,6.2595
E99808,670405/22,178567.1,50,10,62.595,312.975,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,15,17,6,2022,6.2595
E99808,671334/22,178567.1,10,10,62.595,62.595,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,15,41,6,2022,6.2595
E99808,671310/22,178567.1,30,10,62.595,187.785,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,15,15,6,2022,6.2595
E99808,670190/22,178567.1,30,10,62.595,187.785,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,14,23,6,2022,6.2595
E99808,670196/22,178567.1,10,10,62.595,62.595,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,14,36,6,2022,6.2595
E64764,611169/15,37147,5760,640,68.288,614.592,Compra menor,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,18,1,7,2015,0.1067
B41691,502039/17,400403,40,10,102.802,411.208,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,10,1,7,2017,10.2802
E65485,502117/17,33115,400,5,6.599996,527.99968,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3,0,10,1,7,2017,1.3199992
E65056,502115/17,33533,1008,3,1.8513,622.0368,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,0,2,7,2017,0.6171
E73753,502350/17,MAP190,150,10,61.40211,921.03165,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4,0,18,1,7,2017,6.140211
E64663,594088/18,413568,170,5,26.950275,916.30935,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,18,1,7,2018,5.390055
E64932,594011/18,39001,100,5,5.24537,104.9074,Compra menor,ALMACENABLE,HIDROGEL-37,0,0,2,7,2018,1.049074
E64663,594073/18,413568,100,100,539.0055,539.0055,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,0,2,7,2018,5.390055
E64911,594089/18,20701,600,300,792.0,1584.0,Compra menor,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,18,1,7,2018,2.64
E65056,594016/18,33533,60,3,1.8513,37.026,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,10,1,7,2018,0.6171000000000001
E65486,594015/18,33110,700,10,5.3416,373.912,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6,0,10,1,7,2018,0.53416
E66071,594072/18,420680,240,10,20.9,501.6,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,0,2,7,2018,2.0900000000000003
E66071,594077/18,420680,200,10,20.9,418.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,7,2018,2.09
E69682,594304/18,166680.2,30,10,132.0,396.0,Compra menor,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0,0,2,7,2018,13.2
B40558,607498/19,400505,5,1,9.9,49.5,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,18,172,7,2019,9.9
B40558,608231/19,400505,4,1,9.9,39.6,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,15,15,7,2019,9.9
E64932,605370/19,39001,280,5,5.24537,293.74072,Compra menor,ALMACENABLE,HIDROGEL-37,0,10,1,7,2019,1.049074
E64751,606697/19,1624W,1600,400,44.0,176.0,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,0,18,1,7,2019,0.11
E64761,608867/19,507633,64,16,44.0,176.0,Compra menor,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0,0,13,7,2019,2.75
E64761,608855/19,507633,64,16,44.0,176.0,Compra menor,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0,0,51,7,2019,2.75
E64761,608753/19,507633,64,16,44.0,176.0,Compra menor,TRANSITO,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0,0,52,7,2019,2.75
E64911,607279/19,20701,300,300,792.0,792.0,Compra menor,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,0,2,7,2019,2.64
E64940,607976/19,291010,70,70,231.00462,231.00462,Concurso,ALMACENABLE,APOSITO MALLADO C/ SILICONA-0,0,0,2,7,2019,3.3000659999999997
E64983,607747/19,157027.7,160,160,276.144,276.144,Concurso,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38,0,18,1,7,2019,1.7259
E65056,607889/19,33533,1008,3,1.28271,430.99056,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,0,2,7,2019,0.42757
E65056,605370/19,33533,78,3,1.28271,33.35046,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,10,1,7,2019,0.42756999999999995
E65486,607005/19,33110,30,10,5.3416,16.0248,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6,0,4,1,7,2019,0.53416
E66071,608997/19,420680,130,10,20.9,271.7,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,7,2019,2.09
B41691,699350/20,400403,110,10,102.802,1130.822,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,10,1,7,2020,10.280199999999999
E64932,699386/20,39001,250,5,5.24537,262.2685,Compra menor,ALMACENABLE,HIDROGEL-37,0,10,1,7,2020,1.049074
E70130,699406/20,187662,60,5,12.65,151.8,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7,0,10,1,7,2020,2.5300000000000002
E64663,699401/20,413568,200,100,539.0055,1078.011,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,0,2,7,2020,5.390055
E64663,699404/20,413568,500,100,539.0055,2695.0275,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,13,1,7,2020,5.390055
E64750,699271/20,1626W,800,200,61.6,246.4,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20,0,10,1,7,2020,0.308
E64898,700494/20,0037447,350,350,577.5,577.5,Concurso,TRANSITO,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0,12,100,7,2020,1.65
E65159,699654/20,281 421,7000,1000,10.461204,73.228428,Compra menor,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0,10,1,7,2020,0.010461204
E67835,699782/20,66974941,200,100,20.37037,40.74074,Compra menor,ALMACENABLE,APOSITO ABSORBENTE S/ ADHESIVO-25,0,10,1,7,2020,0.20370370000000002
E69682,699699/20,166680.2,80,10,132.0,1056.0,Compra menor,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0,10,1,7,2020,13.2
E85769,699384/20,33435,120,10,21.23,254.76,Compra menor,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0,0,2,7,2020,2.1229999999999998
E99807,699698/20,178565.7,100,10,47.3,473.0,Compra menor,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,0,2,7,2020,4.73
E64543,819257/23,403770,15,5,12.1,36.3,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,14,20,7,2023,2.42
E64663,818253/23,413568,365,5,26.399925,1927.194525,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,8,1,7,2023,5.279985
F43580,819606/23,M8275051/5,20,5,412.5,1650.0,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0,7,83,7,2023,82.5
E64764,818329/23,37147,1280,640,78.0032,156.0064,Compra menor,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,4,1,7,2023,0.12188000000000002
E64983,818367/23,157027.7,190,10,15.345,291.555,Compra menor,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38,0,8,1,7,2023,1.5345
E65056,818149/23,33533,225,3,0.989571,74.217825,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,8,1,7,2023,0.329857
E65894,818367/23,157028.4,440,10,34.98,1539.12,Compra menor,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-39,0,8,1,7,2023,3.4979999999999998
E66071,818253/23,420680,1060,10,18.59,1970.54,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,8,1,7,2023,1.859
E78950,819161/23,423289,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,12,135,7,2023,6.489999999999999
E85758,818149/23,33436,460,10,27.280155,1254.88713,Compra menor,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0,8,1,7,2023,2.7280155
E99807,818367/23,178565.7,100,10,47.19,471.9,Compra menor,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,8,1,7,2023,4.718999999999999
E99808,815202/23,178567.1,20,10,62.59,125.18,Compra menor,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,6,132,7,2023,6.259
F46846,819143/23,66802003,1,1,154.0,154.0,Compra menor,TRANSITO,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0,10,170,7,2023,154.0
E64543,672742/15,403770,20,5,12.1,48.4,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,11,153,8,2015,2.42
E64932,672685/15,39001,30,5,5.24537,31.47222,Compra menor,ALMACENABLE,HIDROGEL-37,0,4,1,8,2015,1.049074
E70130,672696/15,187662,600,5,14.85,1782.0,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7,0,13,1,8,2015,2.97
E64911,673055/15,20701,900,300,792.0,2376.0,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,13,1,8,2015,2.64
E65007,672755/15,20415,100,50,215.325,430.65,Concurso,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0,10,1,8,2015,4.3065
E66071,672696/15,420680,600,10,20.9,1254.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,13,1,8,2015,2.09
B40558,733670/16,400505,10,1,9.9,99.0,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,18,108,8,2016,9.9
E64932,733372/16,39001,100,5,5.24537,104.9074,Compra menor,ALMACENABLE,HIDROGEL-37,0,0,2,8,2016,1.049074
E65159,733607/16,281 421,2000,1000,10.461204,20.922408,Compra menor,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0,10,1,8,2016,0.010461204
E65201,732482/16,3760,120,10,14.0,168.0,Compra menor,ALMACENABLE,APOSITO DE ALGINATO C/ PLATA-6,0,10,1,8,2016,1.4
B41691,577016/17,400403,30,10,102.802,308.406,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,4,1,8,2017,10.2802
E64543,577622/17,403770,10,5,12.1,24.2,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,4,129,8,2017,2.42
E64932,577048/17,39001,60,5,5.24537,62.94444,Compra menor,ALMACENABLE,HIDROGEL-37,0,4,1,8,2017,1.049074
B40558,837827/18,400505,10,1,9.9,99.0,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,10,163,8,2018,9.9
B41691,837671/18,400403,70,10,102.802,719.614,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,18,1,8,2018,10.2802
B41691,838144/18,400403,70,10,102.802,719.614,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,10,1,8,2018,10.2802
E65509,837679/18,161445.2,70,10,53.888999,377.222993,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,0,18,1,8,2018,5.388899899999999
B40558,829744/20,400505,4,1,9.9,39.6,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,15,15,8,2020,9.9
E70130,833511/20,187662,70,5,12.65,177.1,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7,0,10,1,8,2020,2.53
F43580,830915/20,409729,10,5,324.148,648.296,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,1,2,59,8,2020,64.8296
E64750,833452/20,1626W,1000,200,61.6,308.0,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20,0,10,1,8,2020,0.308
E64911,833533/20,20701,600,300,792.0,1584.0,Compra menor,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,18,1,8,2020,2.64
E65159,833606/20,281 421,7000,1000,10.461204,73.228428,Compra menor,ALMACENABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0,10,1,8,2020,0.010461204
E65486,833512/20,33110,600,10,5.3416,320.496,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6,0,10,1,8,2020,0.53416
E66071,833510/20,420680,2000,10,20.9,4180.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,13,1,8,2020,2.09
E66071,833511/20,420680,130,10,20.9,271.7,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,8,2020,2.09
E69682,833642/20,166680.2,80,10,132.0,1056.0,Compra menor,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0,10,1,8,2020,13.2
E73753,833613/20,MAP190,150,10,61.40211,921.03165,Compra menor,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4,0,18,1,8,2020,6.140211
E78950,832001/20,TR101,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,12,146,8,2020,6.489999999999999
B41691,778692/21,400403,110,10,107.25,1179.75,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,10,1,8,2021,10.725
E70130,778567/21,187662,130,5,11.99,311.74,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7,0,18,1,8,2021,2.398
E64544,778417/21,420621,120,10,42.349958,508.199496,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0,0,2,8,2021,4.2349958
E64544,778714/21,420621,240,10,42.349958,1016.398992,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0,10,1,8,2021,4.2349958
E64765,778928/21,1385,300,300,49.302,49.302,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,0,4,1,8,2021,0.16433999999999999
E64765,778583/21,1385,1800,300,49.302,295.812,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-23,0,18,1,8,2021,0.16434
E65486,778712/21,33110,600,10,4.6178,277.068,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6,0,10,1,8,2021,0.46177999999999997
E65509,778761/21,161445.2,110,10,53.68,590.48,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,0,10,1,8,2021,5.368
E66071,778933/21,420680,180,180,334.62,334.62,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,0,2,8,2021,1.859
E66071,778714/21,420680,130,10,18.59,241.67,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,8,2021,1.859
E70130,778417/21,187662,100,50,119.9,239.8,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-7,0,0,2,8,2021,2.398
E85769,778420/21,33435,100,10,20.899808,208.99808,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0,0,2,8,2021,2.0899807999999997
B40558,935391/22,400505,4,1,13.189,52.756,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,9,74,8,2022,13.189
E64751,935742/22,4628,1700,100,9.900001,168.300017,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,0,10,1,8,2022,0.09900001
E64764,935528/22,1383,3300,300,27.588,303.468,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,18,1,8,2022,0.09196
E64911,935528/22,20701,600,300,766.128,1532.256,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,18,1,8,2022,2.55376
E65056,935473/22,33533,222,3,0.989571,73.228254,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-9,0,10,1,8,2022,0.329857
E66071,935497/22,420680,520,10,18.59,966.68,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,8,2022,1.859
E66071,935843/22,420680,200,10,18.59,371.8,Concurso,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,0,2,8,2022,1.859
E85769,935844/22,33435,200,10,20.899808,417.99616,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0,0,2,8,2022,2.0899807999999997
E99808,934361/22,178567.1,50,10,62.595,312.975,Concurso,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,14,24,8,2022,6.2595
E64488,948724/23,284300,390,30,198.002475,2574.032175,Concurso,ALMACENABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,0,8,1,8,2023,6.600082499999999
F43580,949345/23,M8275051/5,10,5,412.5,825.0,Compra menor,TRANSITO,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0,11,69,8,2023,82.5
E64983,948719/23,157027.7,190,10,15.345,291.555,Compra menor,ALMACENABLE,APOSITO MALLADO C/ PARAFINA-38,0,8,1,8,2023,1.5345
E65486,948630/23,33110,320,10,4.6178,147.7696,Compra menor,ALMACENABLE,APOSITO DE HIDROCOLOIDE-6,0,8,1,8,2023,0.46177999999999997
E99807,948719/23,178565.7,110,10,47.19,519.09,Compra menor,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,8,1,8,2023,4.719
E99808,948194/23,178567.1,100,10,62.59,625.9,Compra menor,TRANSITO,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0,14,12,8,2023,6.2589999999999995
E64663,722272/15,413568,200,5,29.15,1166.0,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,0,10,1,9,2015,5.83
E64946,722228/15,66800248,80,10,18.7,149.6,Concurso,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8,0,4,1,9,2015,1.8699999999999999
E73753,722300/15,MAP190,200,50,319.0,1276.0,Compra menor,ALMACENABLE,APOSITO C/ CARBON Y PLATA-4,0,18,1,9,2015,6.38
B41691,898076/18,400403,30,10,102.802,308.406,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,4,1,9,2018,10.2802
E64750,898030/18,1626W,800,200,61.6,246.4,Compra menor,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-20,0,10,1,9,2018,0.308
B40558,777981/19,400505,2,1,9.9,19.8,Compra menor,TRANSITO,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0,11,112,9,2019,9.9
B41691,776840/19,400403,100,10,102.802,1028.02,Compra menor,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,0,2,9,2019,10.2802
E64932,777602/19,39001,250,5,5.24537,262.2685,Compra menor,ALMACENABLE,HIDROGEL-37,0,10,1,9,2019,1.049074
E64764,777702/19,37147,640,640,60.69888,60.69888,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,4,1,9,2019,0.09484200000000001
E64946,777165/19,66800248,200,10,16.5,330.0,Concurso,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO-8,0,10,1,9,2019,1.65
E66071,776956/19,420680,120,10,20.9,250.8,Compra menor,ALMACENABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,0,10,1,9,2019,2.0900000000000003
E64543,942659/20,403770,30,5,12.1,72.6,Compra menor,TRANSITO,APOSITO DE HIDROFIBRA  / CINTA-18,0,3,186,9,2020,2.42
E65485,942962/20,33115,15,5,5.6529,16.9587,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3,0,4,1,9,2020,1.13058
E64751,943271/20,4628,1700,100,9.900001,168.300017,Concurso,ALMACENABLE,APÓSITO TRANSPARENTE ADHESIVO-24,0,18,1,9,2020,0.09900001
E64764,943031/20,1383,3300,300,27.588,303.468,Concurso,ALMACENABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,0,18,1,9,2020,0.09196
E64911,943031/20,20701,900,300,766.128,2298.384,Concurso,ALMACENABLE,APOSITO C/ CARBON Y PLATA-6,0,18,1,9,2020,2.55376
E65007,943720/20,20415,50,50,215.325,215.325,Compra menor,ALMACENABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0,10,1,9,2020,4.3065
E69682,879072/21,166680.2,60,10,131.89,791.34,Concurso,ALMACENABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0,18,1,9,2021,13.189
E78950,878565/21,TR101,12,12,77.88,77.88,Compra menor,TRANSITO,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0,12,135,9,2021,6.489999999999999
E99807,879072/21,178565.7,60,10,47.19,283.14,Concurso,ALMACENABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0,18,1,9,2021,4.718999999999999
B41691,859283/16,400403,40,10,102.802,411.208,Concurso,ALMACENABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,0,6,1,10,2016,10.2802
E65485,859312/16,31150,315,5,6.599996,415.799748,Concurso,ALMACENABLE,APOSITO DE HIDROCOLOIDE-3,0,10,1,10,2016,1.3199992
