AÑO,MES,PRODUCTO,CANTIDADCOMPRA
2017,1,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,430
2017,1,APOSITO DE HIDROFIBRA  / CINTA-18,75
2017,1,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
2017,1,APOSITO C/ CARBON Y PLATA-6,2400
2017,1,APOSITO DE FIBRAS DE POLIACRILATO-3,100
2017,1,APOSITO MALLADO C/ PARAFINA-39,240
2017,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2390
2017,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1805
2017,1,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,700
2017,1,APOSITO DE HIDROCOLOIDE-9,2001
2017,1,APOSITO DE HIDROCOLOIDE-7,165
2017,1,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2017,1,APOSITO DE ESPUMA POLIURETANO-8,610
2017,1,APÓSITO ABSORBENTE C/ ADHESIVO-22,7680
2017,1,APÓSITO ABSORBENTE C/ ADHESIVO-23,3600
2017,1,HIDROGEL-37,915
2017,1,APOSITO MALLADO C/ PARAFINA-38,1360
2017,1,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,60
2017,1,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
2017,1,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2017,1,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,39
2017,1,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2017,1,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2017,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,200
2017,1,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2017,1,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2017,1,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2017,1,APOSITO MALLADO C/ SILICONA-0,280
2017,1,APOSITO C/ CARBON Y PLATA-4,490
2017,1,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,12000
2017,1,APOSITO DE HIDROCOLOIDE-3,615
2017,1,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2017,1,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2017,1,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2017,1,APÓSITO TRANSPARENTE ADHESIVO-24,7600
2017,1,APOSITO DE ALGINATO C/ PLATA-6,150
2017,1,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2017,1,APOSITO DE HIDROCOLOIDE-6,1500
2017,1,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,1100
2017,1,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2017,1,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2017,1,APÓSITO TRANSPARENTE ADHESIVO-20,1200
2017,1,APOSITO ABSORBENTE S/ ADHESIVO-25,400
2017,1,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2017,1,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2017,1,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2017,2,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2017,2,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,210
2017,2,APOSITO DE HIDROFIBRA  / CINTA-18,50
2017,2,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
2017,2,APOSITO C/ CARBON Y PLATA-6,2700
2017,2,APOSITO DE FIBRAS DE POLIACRILATO-3,490
2017,2,APOSITO MALLADO C/ PARAFINA-39,510
2017,2,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2380
2017,2,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1205
2017,2,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1050
2017,2,APOSITO DE HIDROCOLOIDE-9,1035
2017,2,APOSITO DE HIDROCOLOIDE-7,285
2017,2,APOSITO DE HIDROCOLOIDE C/ PLATA-2,200
2017,2,APOSITO DE ESPUMA POLIURETANO-8,440
2017,2,APÓSITO ABSORBENTE C/ ADHESIVO-22,5120
2017,2,APÓSITO ABSORBENTE C/ ADHESIVO-23,2400
2017,2,HIDROGEL-37,800
2017,2,APOSITO MALLADO C/ PARAFINA-38,1340
2017,2,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,50
2017,2,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,24
2017,2,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2017,2,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,14
2017,2,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2017,2,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2017,2,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0
2017,2,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2017,2,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2017,2,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2017,2,APOSITO MALLADO C/ SILICONA-0,1120
2017,2,APOSITO C/ CARBON Y PLATA-4,330
2017,2,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,7000
2017,2,APOSITO DE HIDROCOLOIDE-3,830
2017,2,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2017,2,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2017,2,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2017,2,APÓSITO TRANSPARENTE ADHESIVO-24,6800
2017,2,APOSITO DE ALGINATO C/ PLATA-6,0
2017,2,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2017,2,APOSITO DE HIDROCOLOIDE-6,800
2017,2,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,550
2017,2,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2017,2,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2017,2,APÓSITO TRANSPARENTE ADHESIVO-20,3800
2017,2,APOSITO ABSORBENTE S/ ADHESIVO-25,400
2017,2,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2017,2,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2017,2,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2017,3,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2017,3,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,390
2017,3,APOSITO DE HIDROFIBRA  / CINTA-18,90
2017,3,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
2017,3,APOSITO C/ CARBON Y PLATA-6,2700
2017,3,APOSITO DE FIBRAS DE POLIACRILATO-3,150
2017,3,APOSITO MALLADO C/ PARAFINA-39,260
2017,3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2140
2017,3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2325
2017,3,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
2017,3,APOSITO DE HIDROCOLOIDE-9,1590
2017,3,APOSITO DE HIDROCOLOIDE-7,185
2017,3,APOSITO DE HIDROCOLOIDE C/ PLATA-2,198
2017,3,APOSITO DE ESPUMA POLIURETANO-8,490
2017,3,APÓSITO ABSORBENTE C/ ADHESIVO-22,5120
2017,3,APÓSITO ABSORBENTE C/ ADHESIVO-23,2700
2017,3,HIDROGEL-37,1060
2017,3,APOSITO MALLADO C/ PARAFINA-38,760
2017,3,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,140
2017,3,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,12
2017,3,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2017,3,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,24
2017,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2017,3,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2017,3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,200
2017,3,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2017,3,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2017,3,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2017,3,APOSITO MALLADO C/ SILICONA-0,420
2017,3,APOSITO C/ CARBON Y PLATA-4,830
2017,3,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,12000
2017,3,APOSITO DE HIDROCOLOIDE-3,650
2017,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2017,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2017,3,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2017,3,APÓSITO TRANSPARENTE ADHESIVO-24,10800
2017,3,APOSITO DE ALGINATO C/ PLATA-6,200
2017,3,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2017,3,APOSITO DE HIDROCOLOIDE-6,1500
2017,3,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,350
2017,3,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2017,3,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2017,3,APÓSITO TRANSPARENTE ADHESIVO-20,1400
2017,3,APOSITO ABSORBENTE S/ ADHESIVO-25,0
2017,3,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2017,3,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2017,3,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2017,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2017,4,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,320
2017,4,APOSITO DE HIDROFIBRA  / CINTA-18,125
2017,4,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
2017,4,APOSITO C/ CARBON Y PLATA-6,2400
2017,4,APOSITO DE FIBRAS DE POLIACRILATO-3,190
2017,4,APOSITO MALLADO C/ PARAFINA-39,420
2017,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2780
2017,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1210
2017,4,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1050
2017,4,APOSITO DE HIDROCOLOIDE-9,2157
2017,4,APOSITO DE HIDROCOLOIDE-7,610
2017,4,APOSITO DE HIDROCOLOIDE C/ PLATA-2,292
2017,4,APOSITO DE ESPUMA POLIURETANO-8,500
2017,4,APÓSITO ABSORBENTE C/ ADHESIVO-22,9600
2017,4,APÓSITO ABSORBENTE C/ ADHESIVO-23,2700
2017,4,HIDROGEL-37,950
2017,4,APOSITO MALLADO C/ PARAFINA-38,1100
2017,4,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,60
2017,4,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
2017,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2017,4,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,9
2017,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2017,4,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2017,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,50
2017,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2017,4,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2017,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2017,4,APOSITO MALLADO C/ SILICONA-0,560
2017,4,APOSITO C/ CARBON Y PLATA-4,170
2017,4,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,10000
2017,4,APOSITO DE HIDROCOLOIDE-3,410
2017,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2017,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2017,4,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2017,4,APÓSITO TRANSPARENTE ADHESIVO-24,4800
2017,4,APOSITO DE ALGINATO C/ PLATA-6,0
2017,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2017,4,APOSITO DE HIDROCOLOIDE-6,800
2017,4,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,350
2017,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2017,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2017,4,APÓSITO TRANSPARENTE ADHESIVO-20,3400
2017,4,APOSITO ABSORBENTE S/ ADHESIVO-25,0
2017,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2017,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,350
2017,4,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2017,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2017,6,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,400
2017,6,APOSITO DE HIDROFIBRA  / CINTA-18,70
2017,6,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
2017,6,APOSITO C/ CARBON Y PLATA-6,2100
2017,6,APOSITO DE FIBRAS DE POLIACRILATO-3,350
2017,6,APOSITO MALLADO C/ PARAFINA-39,200
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,3440
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1960
2017,6,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,700
2017,6,APOSITO DE HIDROCOLOIDE-9,1359
2017,6,APOSITO DE HIDROCOLOIDE-7,730
2017,6,APOSITO DE HIDROCOLOIDE C/ PLATA-2,50
2017,6,APOSITO DE ESPUMA POLIURETANO-8,690
2017,6,APÓSITO ABSORBENTE C/ ADHESIVO-22,7680
2017,6,APÓSITO ABSORBENTE C/ ADHESIVO-23,3000
2017,6,HIDROGEL-37,1100
2017,6,APOSITO MALLADO C/ PARAFINA-38,830
2017,6,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,170
2017,6,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,24
2017,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2017,6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,19
2017,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2017,6,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2017,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,400
2017,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2017,6,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2017,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2017,6,APOSITO MALLADO C/ SILICONA-0,490
2017,6,APOSITO C/ CARBON Y PLATA-4,570
2017,6,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,6000
2017,6,APOSITO DE HIDROCOLOIDE-3,600
2017,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2017,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2017,6,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2017,6,APÓSITO TRANSPARENTE ADHESIVO-24,8000
2017,6,APOSITO DE ALGINATO C/ PLATA-6,0
2017,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2017,6,APOSITO DE HIDROCOLOIDE-6,1400
2017,6,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,300
2017,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2017,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2017,6,APÓSITO TRANSPARENTE ADHESIVO-20,2400
2017,6,APOSITO ABSORBENTE S/ ADHESIVO-25,300
2017,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2017,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,350
2017,6,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2017,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2017,7,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,450
2017,7,APOSITO DE HIDROFIBRA  / CINTA-18,85
2017,7,APOSITO DE ESPUMA POLIURETANO / SACRO-11,0
2017,7,APOSITO C/ CARBON Y PLATA-6,2700
2017,7,APOSITO DE FIBRAS DE POLIACRILATO-3,300
2017,7,APOSITO MALLADO C/ PARAFINA-39,280
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1480
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1170
2017,7,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1050
2017,7,APOSITO DE HIDROCOLOIDE-9,2715
2017,7,APOSITO DE HIDROCOLOIDE-7,100
2017,7,APOSITO DE HIDROCOLOIDE C/ PLATA-2,326
2017,7,APOSITO DE ESPUMA POLIURETANO-8,630
2017,7,APÓSITO ABSORBENTE C/ ADHESIVO-22,5760
2017,7,APÓSITO ABSORBENTE C/ ADHESIVO-23,1500
2017,7,HIDROGEL-37,855
2017,7,APOSITO MALLADO C/ PARAFINA-38,760
2017,7,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,120
2017,7,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
2017,7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2017,7,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,34
2017,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2017,7,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2017,7,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,380
2017,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2017,7,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2017,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2017,7,APOSITO MALLADO C/ SILICONA-0,560
2017,7,APOSITO C/ CARBON Y PLATA-4,480
2017,7,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,16000
2017,7,APOSITO DE HIDROCOLOIDE-3,730
2017,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2017,7,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2017,7,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2017,7,APÓSITO TRANSPARENTE ADHESIVO-24,10000
2017,7,APOSITO DE ALGINATO C/ PLATA-6,150
2017,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2017,7,APOSITO DE HIDROCOLOIDE-6,700
2017,7,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,400
2017,7,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2017,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2017,7,APÓSITO TRANSPARENTE ADHESIVO-20,1600
2017,7,APOSITO ABSORBENTE S/ ADHESIVO-25,0
2017,7,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2017,7,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2017,7,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2017,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2017,8,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,230
2017,8,APOSITO DE HIDROFIBRA  / CINTA-18,70
2017,8,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
2017,8,APOSITO C/ CARBON Y PLATA-6,1800
2017,8,APOSITO DE FIBRAS DE POLIACRILATO-3,200
2017,8,APOSITO MALLADO C/ PARAFINA-39,470
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2400
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1380
2017,8,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
2017,8,APOSITO DE HIDROCOLOIDE-9,1524
2017,8,APOSITO DE HIDROCOLOIDE-7,220
2017,8,APOSITO DE HIDROCOLOIDE C/ PLATA-2,100
2017,8,APOSITO DE ESPUMA POLIURETANO-8,650
2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-22,5760
2017,8,APÓSITO ABSORBENTE C/ ADHESIVO-23,1200
2017,8,HIDROGEL-37,1070
2017,8,APOSITO MALLADO C/ PARAFINA-38,2130
2017,8,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,100
2017,8,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,12
2017,8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2017,8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,28
2017,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2017,8,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2017,8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,200
2017,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2017,8,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2017,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2017,8,APOSITO MALLADO C/ SILICONA-0,700
2017,8,APOSITO C/ CARBON Y PLATA-4,330
2017,8,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,4000
2017,8,APOSITO DE HIDROCOLOIDE-3,995
2017,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2017,8,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2017,8,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2017,8,APÓSITO TRANSPARENTE ADHESIVO-24,7600
2017,8,APOSITO DE ALGINATO C/ PLATA-6,150
2017,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2017,8,APOSITO DE HIDROCOLOIDE-6,1400
2017,8,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,550
2017,8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2017,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2017,8,APÓSITO TRANSPARENTE ADHESIVO-20,1400
2017,8,APOSITO ABSORBENTE S/ ADHESIVO-25,400
2017,8,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2017,8,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2017,8,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2017,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2017,9,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,460
2017,9,APOSITO DE HIDROFIBRA  / CINTA-18,240
2017,9,APOSITO DE ESPUMA POLIURETANO / SACRO-11,100
2017,9,APOSITO C/ CARBON Y PLATA-6,1500
2017,9,APOSITO DE FIBRAS DE POLIACRILATO-3,550
2017,9,APOSITO MALLADO C/ PARAFINA-39,410
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1610
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1165
2017,9,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1050
2017,9,APOSITO DE HIDROCOLOIDE-9,1569
2017,9,APOSITO DE HIDROCOLOIDE-7,190
2017,9,APOSITO DE HIDROCOLOIDE C/ PLATA-2,200
2017,9,APOSITO DE ESPUMA POLIURETANO-8,490
2017,9,APÓSITO ABSORBENTE C/ ADHESIVO-22,640
2017,9,APÓSITO ABSORBENTE C/ ADHESIVO-23,2880
2017,9,HIDROGEL-37,1325
2017,9,APOSITO MALLADO C/ PARAFINA-38,1770
2017,9,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,150
2017,9,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
2017,9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2017,9,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,28
2017,9,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2017,9,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2017,9,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,200
2017,9,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2017,9,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2017,9,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2017,9,APOSITO MALLADO C/ SILICONA-0,0
